QuickDAQ Data
1/1/0001 12:00:00 AM
Notes:		
Sample Rate:	200	 Hz	
Measurement Type	Time Waveform	Time Waveform	Time Waveform	
Channel Name	DT9857E-16(00).Ain 1	DT9857E-16(00).Ain 2	DT9857E-16(00).Ain 3	
X Axis Units	Sec	Sec	Sec	
Y Axis Units	g	g	g	
Seconds	Real	Real	Real	
 3.8750000000	 5.42402E-004	 4.88758E-004	 0.0013113022	
 3.8800000000	 6.65188E-004	 6.11544E-004	 0.0011408329	
 3.8850000000	 6.67572E-004	 8.78572E-004	 0.0013232231	
 3.8900000000	 6.42538E-004	 7.87973E-004	 9.25064E-004	
 3.8950000000	 7.31945E-004	 5.80549E-004	 0.0014173985	
 3.9000000000	 9.98974E-004	 8.60691E-004	 0.0014328957	
 3.9050000000	 6.03199E-004	 8.79765E-004	 0.0010359287	
 3.9100000000	 8.57115E-004	 6.78301E-004	 0.0012993813	
 3.9150000000	 5.51939E-004	 6.73532E-004	 0.0013923645	
 3.9200000000	 7.92742E-004	 0.0011456013	 0.0013506413	
 3.9250000000	 7.70092E-004	 7.76052E-004	 0.0016331673	
 3.9300000000	 5.96046E-004	 7.86781E-004	 0.0011205673	
 3.9350000000	 7.55787E-004	 0.0011086464	 0.0011909008	
 3.9400000000	 8.27312E-004	 7.65324E-004	 0.0013637543	
 3.9450000000	 9.98974E-004	 3.56436E-004	 0.0012099743	
 3.9500000000	 4.39882E-004	 8.33273E-004	 0.0012755394	
 3.9550000000	 7.60555E-004	 9.28640E-004	 0.0010156631	
 3.9600000000	 4.23193E-004	 7.08103E-004	 0.0012421608	
 3.9650000000	 9.48906E-004	 5.06639E-004	 0.0014507771	
 3.9700000000	 6.73532E-004	 5.88894E-004	 0.0012874603	
 3.9750000000	 2.41995E-004	 8.10623E-004	 0.0010752678	
 3.9800000000	 8.11815E-004	 5.65052E-004	 0.0011110306	
 3.9850000000	 6.09159E-004	 8.52346E-004	 0.0015985966	
 3.9900000000	 7.16448E-004	 6.13928E-004	 0.0011420250	
 3.9950000000	 7.31945E-004	 6.31809E-004	 0.0011146069	
 4.0000000000	 4.63724E-004	 7.76052E-004	 0.0012671947	
 4.0050000000	 5.61476E-004	 6.00815E-004	 6.67572E-004	
 4.0100000000	 8.55923E-004	 4.86374E-004	 0.0015962124	
 4.0150000000	 9.79900E-004	 6.12736E-004	 0.0014519691	
 4.0200000000	 4.89950E-004	 0.0010025501	 8.86917E-004	
 4.0250000000	 3.89814E-004	 0.0010192394	 0.0012826920	
 4.0300000000	 8.28505E-004	 5.67436E-004	 0.0014972687	
 4.0350000000	 9.53674E-004	 4.82798E-004	 0.0013327599	
 4.0400000000	 6.73532E-004	 0.0010764599	 0.0013995171	
 4.0450000000	 6.91414E-004	 6.30617E-004	 8.63075E-004	
 4.0500000000	 6.63996E-004	 5.16176E-004	 0.0010037422	
 4.0550000000	 8.97646E-004	 7.33137E-004	 0.0016152859	
 4.0600000000	 0.0010216236	 8.08239E-004	 0.0013113022	
 4.0650000000	 4.58956E-004	 6.30617E-004	 0.0013113022	
 4.0700000000	 7.49826E-004	 8.80957E-004	 0.0013148785	
 4.0750000000	 8.54731E-004	 0.0011420250	 0.0013244152	
 4.0800000000	 9.21488E-004	 4.67300E-004	 0.0014173985	
 4.0850000000	 9.21488E-004	 8.13007E-004	 0.0014805794	
 4.0900000000	 6.80685E-004	 0.0013554096	 0.0010216236	
 4.0950000000	 7.08103E-004	 7.40290E-004	 0.0010871887	
 4.1000000000	 8.49962E-004	 2.32458E-004	 0.0016534328	
 4.1050000000	 6.37770E-004	 7.64132E-004	 0.0012874603	
 4.1100000000	 6.12736E-004	 8.66652E-004	 0.0012969971	
 4.1150000000	 9.13143E-004	 8.64267E-004	 0.0013887882	
 4.1200000000	 7.74860E-004	 3.12328E-004	 0.0013685226	
 4.1250000000	 6.11544E-004	 6.79493E-004	 0.0010669231	
 4.1300000000	 7.96318E-004	 8.86917E-004	 0.0014126301	
 4.1350000000	 5.57899E-004	 7.08103E-004	 0.0010550022	
 4.1400000000	 7.17640E-004	 7.82013E-004	 0.0014686584	
 4.1450000000	 0.0010871887	 7.10487E-004	 0.0012743473	
 4.1500000000	 7.25985E-004	 4.24385E-004	 0.0014293194	
 4.1550000000	 8.32081E-004	 8.69036E-004	 9.71556E-004	
 4.1600000000	 7.11679E-004	 9.20296E-004	 0.0012171268	
 4.1650000000	 7.18832E-004	 3.94583E-004	 0.0013637543	
 4.1700000000	 8.96454E-004	 6.38962E-004	 0.0015056133	
 4.1750000000	 3.26633E-004	 9.13143E-004	 0.0012338161	
 4.1800000000	 6.24657E-004	 7.76052E-004	 8.80957E-004	
 4.1850000000	 0.0010859966	 5.62668E-004	 0.0015497208	
 4.1900000000	 0.0012028217	 3.24249E-004	 0.0012171268	
 4.1950000000	 7.74860E-004	 9.77516E-004	 0.0010240078	
 4.2000000000	 8.05855E-004	 0.0011336803	 0.0010669231	
 4.2050000000	 8.22544E-004	 4.37498E-004	 0.0012910366	
 4.2100000000	 5.86510E-004	 4.05312E-004	 0.0015687943	
 4.2150000000	 0.0010442734	 8.86917E-004	 0.0015449524	
 4.2200000000	 5.62668E-004	 7.34329E-004	 9.08375E-004	
 4.2250000000	 6.23465E-004	 7.40290E-004	 0.0010645390	
 4.2300000000	 0.0010251999	 7.91550E-004	 0.0013399124	
 4.2350000000	 9.14335E-004	 3.38554E-004	 0.0015795231	
 4.2400000000	 6.38962E-004	 6.42538E-004	 0.0010502338	
 4.2450000000	 7.18832E-004	 0.0012910366	 0.0011920929	
 4.2500000000	 5.44786E-004	 6.19888E-004	 0.0015306473	
 4.2550000000	 0.0012290478	 4.51803E-004	 0.0011813641	
 4.2600000000	 8.07047E-004	 9.17912E-004	 0.0014400482	
 4.2650000000	 6.46114E-004	 9.27448E-004	 0.0010168552	
 4.2700000000	 7.35521E-004	 6.84261E-004	 0.0011980534	
 4.2750000000	 5.38826E-004	 5.30481E-004	 0.0016069412	
 4.2800000000	 6.87838E-004	 5.28097E-004	 0.0013363361	
 4.2850000000	 7.30753E-004	 9.29832E-004	 0.0012505054	
 4.2900000000	 9.90629E-004	 5.10216E-004	 0.0011444092	
 4.2950000000	 7.09295E-004	 8.58307E-004	 9.82285E-004	
 4.3000000000	 0.0011086464	 8.39233E-004	 0.0012803078	
 4.3050000000	 9.17912E-004	 5.37634E-004	 0.0013172626	
 4.3100000000	 6.05583E-004	 8.28505E-004	 0.0014805794	
 4.3150000000	 8.17776E-004	 8.07047E-004	 0.0013673306	
 4.3200000000	 8.39233E-004	 6.42538E-004	 0.0015151501	
 4.3250000000	 9.14335E-004	 3.60012E-004	 0.0011205673	
 4.3300000000	 8.34465E-004	 0.0010514259	 9.13143E-004	
 4.3350000000	 6.75917E-004	 0.0010168552	 0.0010943413	
 4.3400000000	 0.0010061264	 4.76837E-004	 0.0013196468	
 4.3450000000	 7.78437E-004	 5.17368E-004	 0.0016045570	
 4.3500000000	 7.45058E-004	 7.77245E-004	 0.0015246868	
 4.3550000000	 7.09295E-004	 7.98702E-004	 9.31025E-004	
 4.3600000000	 8.14199E-004	 4.95911E-004	 0.0011694431	
 4.3650000000	 0.0011610985	 5.44786E-004	 0.0014948845	
 4.3700000000	 9.67979E-004	 6.17504E-004	 0.0012958050	
 4.3750000000	 5.31673E-004	 6.33001E-004	 0.0011420250	
 4.3800000000	 5.67436E-004	 8.29697E-004	 9.75132E-004	
 4.3850000000	 8.04663E-004	 4.73261E-004	 0.0014996529	
 4.3900000000	 8.76188E-004	 3.50475E-004	 0.0013363361	
 4.3950000000	 0.0010240078	 7.47442E-004	 9.73940E-004	
 4.4000000000	 7.93934E-004	 0.0010597706	 0.0011873245	
 4.4050000000	 0.0012052059	 7.14064E-004	 0.0014567375	
 4.4100000000	 7.42674E-004	 4.86374E-004	 0.0013887882	
 4.4150000000	 6.84261E-004	 8.40425E-004	 0.0013148785	
 4.4200000000	 7.79629E-004	 8.09431E-004	 0.0013315678	
 4.4250000000	 7.23600E-004	 4.23193E-004	 0.0013339520	
 4.4300000000	 0.0010216236	 6.00815E-004	 0.0010251999	
 4.4350000000	 9.42945E-004	 7.53403E-004	 0.0014269352	
 4.4400000000	 0.0011122227	 8.73804E-004	 0.0012147427	
 4.4450000000	 6.29425E-004	 6.48499E-004	 0.0011885166	
 4.4500000000	 8.01086E-004	 7.54595E-004	 0.0014662743	
 4.4550000000	 9.89437E-004	 5.92470E-004	 0.0016653538	
 4.4600000000	 6.87838E-004	 7.43866E-004	 0.0013577938	
 4.4650000000	 9.11951E-004	 7.58171E-004	 0.0012350082	
 4.4700000000	 8.53539E-004	 4.94719E-004	 0.0011479855	
 4.4750000000	 7.74860E-004	 4.97103E-004	 0.0012671947	
 4.4800000000	 8.42810E-004	 7.10487E-004	 0.0012302399	
 4.4850000000	 7.55787E-004	 6.47306E-004	 0.0013756752	
 4.4900000000	 7.30753E-004	 6.60419E-004	 0.0013899803	
 4.4950000000	 8.74996E-004	 8.80957E-004	 0.0012767315	
 4.5000000000	 9.69172E-004	 5.49555E-004	 0.0011610985	
 4.5050000000	 0.0010907650	 7.39098E-004	 0.0011754036	
 4.5100000000	 7.55787E-004	 8.16584E-004	 0.0013327599	
 4.5150000000	 8.11815E-004	 6.72340E-004	 9.75132E-004	
 4.5200000000	 7.70092E-004	 4.39882E-004	 0.0017333031	
 4.5250000000	 7.72476E-004	 5.92470E-004	 0.0014436245	
 4.5300000000	 6.75917E-004	 6.66380E-004	 9.45330E-004	
 4.5350000000	 7.66516E-004	 5.06639E-004	 0.0012195110	
 4.5400000000	 0.0013756752	 5.54323E-004	 0.0011944771	
 4.5450000000	 9.48906E-004	 8.05855E-004	 0.0011694431	
 4.5500000000	 7.56979E-004	 6.92606E-004	 0.0012516975	
 4.5550000000	 8.45194E-004	 6.55651E-004	 0.0013184547	
 4.5600000000	 7.37906E-004	 4.05312E-004	 0.0016701221	
 4.5650000000	 8.65459E-004	 4.93526E-004	 0.0012111664	
 4.5700000000	 8.10623E-004	 6.37770E-004	 0.0012230873	
 4.5750000000	 9.29832E-004	 7.55787E-004	 0.0012803078	
 4.5800000000	 9.29832E-004	 7.24792E-004	 8.82149E-004	
 4.5850000000	 7.41482E-004	 4.33922E-004	 0.0013101101	
 4.5900000000	 0.0010836124	 7.24792E-004	 0.0015878677	
 4.5950000000	 5.81741E-004	 8.63075E-004	 0.0012195110	
 4.6000000000	 6.34193E-004	 6.78301E-004	 0.0010955334	
 4.6050000000	 0.0011050701	 6.46114E-004	 0.0015211105	
 4.6100000000	 9.70364E-004	 2.18153E-004	 0.0014472008	
 4.6150000000	 8.84533E-004	 9.47714E-004	 8.76188E-004	
 4.6200000000	 8.32081E-004	 0.0011193752	 0.0011432171	
 4.6250000000	 8.63075E-004	 5.26905E-004	 0.0015795231	
 4.6300000000	 0.0010073185	 5.35250E-004	 0.0016570091	
 4.6350000000	 7.18832E-004	 5.96046E-004	 0.0012683868	
 4.6400000000	 0.0010597706	 8.22544E-004	 9.29832E-004	
 4.6450000000	 0.0010657310	 7.95126E-004	 0.0012385845	
 4.6500000000	 8.83341E-004	 6.02007E-004	 0.0010752678	
 4.6550000000	 0.0012195110	 7.35521E-004	 0.0014865398	
 4.6600000000	 6.65188E-004	 6.03199E-004	 0.0016582012	
 4.6650000000	 7.72476E-004	 9.03606E-004	 0.0011289120	
 4.6700000000	 7.80821E-004	 7.70092E-004	 0.0010776520	
 4.6750000000	 0.0012052059	 5.42402E-004	 0.0014305115	
 4.6800000000	 0.0012123585	 5.22137E-004	 0.0011467934	
 4.6850000000	 9.38177E-004	 0.0010359287	 9.59635E-004	
 4.6900000000	 0.0010359287	 6.60419E-004	 0.0010907650	
 4.6950000000	 7.89165E-004	 3.23057E-004	 0.0014138222	
 4.7000000000	 7.48634E-004	 7.58171E-004	 0.0014019012	
 4.7050000000	 9.81092E-004	 6.96182E-004	 0.0010907650	
 4.7100000000	 7.12872E-004	 5.11408E-004	 0.0012290478	
 4.7150000000	 0.0013530254	 8.65459E-004	 0.0013327599	
 4.7200000000	 0.0010752678	 6.87838E-004	 0.0012600422	
 4.7250000000	 7.97510E-004	 3.74317E-004	 0.0011706352	
 4.7300000000	 9.20296E-004	 8.42810E-004	 0.0013244152	
 4.7350000000	 5.55515E-004	 7.22408E-004	 0.0012397766	
 4.7400000000	 9.60827E-004	 3.49283E-004	 0.0010800362	
 4.7450000000	 8.77380E-004	 3.29018E-004	 0.0013148785	
 4.7500000000	 0.0010526180	 0.0011134148	 8.30889E-004	
 4.7550000000	 0.0010704994	 7.49826E-004	 9.89437E-004	
 4.7600000000	 8.48770E-004	 3.93391E-004	 0.0014686584	
 4.7650000000	 0.0010132790	 4.58956E-004	 0.0014948845	
 4.7700000000	 5.88894E-004	 8.72612E-004	 0.0014376640	
 4.7750000000	 8.91685E-004	 9.57251E-004	 0.0011742115	
 4.7800000000	 0.0011277199	 5.47171E-004	 0.0013148785	
 4.7850000000	 9.90629E-004	 5.67436E-004	 0.0014233589	
 4.7900000000	 9.93013E-004	 5.78165E-004	 9.78708E-004	
 4.7950000000	 7.21216E-004	 7.21216E-004	 0.0012850761	
 4.8000000000	 0.0011301041	 7.79629E-004	 0.0013625622	
 4.8050000000	 0.0010430813	 9.63211E-004	 0.0014030933	
 4.8100000000	 9.40561E-004	 4.13656E-004	 0.0012946129	
 4.8150000000	 0.0011610985	 7.86781E-004	 0.0014281273	
 4.8200000000	 6.89030E-004	 8.96454E-004	 0.0010561943	
 4.8250000000	 0.0010967255	 2.67029E-004	 0.0012457371	
 4.8300000000	 0.0011813641	 3.92199E-004	 0.0016057491	
 4.8350000000	 8.42810E-004	 4.82798E-004	 0.0013673306	
 4.8400000000	 7.84397E-004	 0.0011193752	 0.0010812283	
 4.8450000000	 9.51290E-004	 6.34193E-004	 0.0014710426	
 4.8500000000	 0.0010573864	 4.79221E-004	 0.0010919571	
 4.8550000000	 0.0011134148	 9.26256E-004	 0.0014340878	
 4.8600000000	 0.0010228157	 8.30889E-004	 0.0012457371	
 4.8650000000	 8.63075E-004	 6.11544E-004	 0.0011634827	
 4.8700000000	 0.0010156631	 7.78437E-004	 0.0016200542	
 4.8750000000	 9.03606E-004	 6.02007E-004	 0.0012421608	
 4.8800000000	 6.87838E-004	 3.71933E-004	 0.0012493134	
 4.8850000000	 0.0010108948	 9.22680E-004	 0.0013315678	
 4.8900000000	 9.38177E-004	 6.62804E-004	 9.76324E-004	
 4.8950000000	 8.55923E-004	 2.96831E-004	 0.0010180473	
 4.9000000000	 8.74996E-004	 5.94854E-004	 0.0012242794	
 4.9050000000	 0.0010538101	 8.84533E-004	 0.0011384487	
 4.9100000000	 6.49691E-004	 5.66244E-004	 0.0013196468	
 4.9150000000	 0.0012779236	 3.49283E-004	 0.0014948845	
 4.9200000000	 0.0010442734	 7.34329E-004	 0.0011813641	
 4.9250000000	 8.02279E-004	 5.36442E-004	 9.91821E-004	
 4.9300000000	 0.0011956692	 8.27312E-004	 0.0011074543	
 4.9350000000	 8.85725E-004	 6.44922E-004	 0.0016093254	
 4.9400000000	 0.0011742115	 5.57899E-004	 0.0011467934	
 4.9450000000	 8.08239E-004	 8.84533E-004	 0.0015032291	
 4.9500000000	 8.65459E-004	 6.42538E-004	 9.63211E-004	
 4.9550000000	 8.96454E-004	 5.16176E-004	 0.0012552738	
 4.9600000000	 0.0012207031	 8.98838E-004	 0.0015211105	
 4.9650000000	 0.0013995171	 5.41210E-004	 0.0011968613	
 4.9700000000	 5.56707E-004	 9.26256E-004	 0.0011837482	
 4.9750000000	 0.0011527538	 0.0010263920	 0.0011098385	
 4.9800000000	 9.28640E-004	 6.58035E-004	 0.0015878677	
 4.9850000000	 0.0010943413	 4.58956E-004	 0.0014948845	
 4.9900000000	 0.0010204315	 7.03335E-004	 0.0012445450	
 4.9950000000	 4.50611E-004	 0.0011980534	 9.27448E-004	
 5.0000000000	 0.0015199184	 4.38690E-004	 0.0012767315	
 5.0050000000	 0.0010287762	 3.85046E-004	 0.0015437603	
 5.0100000000	 8.60691E-004	 7.79629E-004	 0.0012207031	
 5.0150000000	 6.91414E-004	 8.35657E-004	 9.25064E-004	
 5.0200000000	 7.14064E-004	 6.35386E-004	 0.0013494492	
 5.0250000000	 0.0012981892	 5.36442E-004	 0.0012004375	
 5.0300000000	 0.0010609627	 9.42945E-004	 0.0017178059	
 5.0350000000	 0.0010883808	 6.63996E-004	 0.0010693073	
 5.0400000000	 8.76188E-004	 8.47578E-004	 9.31025E-004	
 5.0450000000	 0.0010478497	 7.84397E-004	 0.0014495850	
 5.0500000000	 0.0012791157	 5.11408E-004	 0.0013422966	
 5.0550000000	 6.75917E-004	 7.37906E-004	 0.0012814999	
 5.0600000000	 0.0011622906	 8.90493E-004	 0.0011610985	
 5.0650000000	 0.0010156631	 7.64132E-004	 0.0012469292	
 5.0700000000	 0.0010728836	 3.17097E-004	 0.0012004375	
 5.0750000000	 0.0011610985	 8.38041E-004	 0.0011420250	
 5.0800000000	 9.40561E-004	 9.04799E-004	 0.0012648106	
 5.0850000000	 9.52482E-004	 6.27041E-004	 0.0012481213	
 5.0900000000	 9.90629E-004	 7.31945E-004	 0.0012588501	
 5.0950000000	 9.44138E-004	 4.27961E-004	 0.0014758110	
 5.1000000000	 0.0012004375	 7.39098E-004	 0.0010991096	
 5.1050000000	 9.75132E-004	 7.62939E-004	 0.0010931492	
 5.1100000000	 0.0010561943	 3.07560E-004	 8.71420E-004	
 5.1150000000	 9.60827E-004	 6.93798E-004	 0.0014877319	
 5.1200000000	 0.0011301041	 4.06504E-004	 0.0013232231	
 5.1250000000	 7.09295E-004	 6.65188E-004	 0.0010156631	
 5.1300000000	 8.83341E-004	 7.86781E-004	 0.0012755394	
 5.1350000000	 0.0013041496	 7.59363E-004	 0.0015699863	
 5.1400000000	 0.0010836124	 5.47171E-004	 0.0014996529	
 5.1450000000	 0.0011897087	 8.24928E-004	 0.0012397766	
 5.1500000000	 9.22680E-004	 0.0010514259	 0.0011646748	
 5.1550000000	 0.0010633469	 6.10352E-004	 0.0013458729	
 5.1600000000	 0.0010025501	 6.73532E-004	 0.0013613701	
 5.1650000000	 0.0010585785	 8.13007E-004	 0.0013744831	
 5.1700000000	 6.87838E-004	 7.99894E-004	 0.0012052059	
 5.1750000000	 9.60827E-004	 5.32866E-004	 8.27312E-004	
 5.1800000000	 0.0010550022	 4.86374E-004	 0.0015997887	
 5.1850000000	 0.0010681152	 6.52075E-004	 0.0012445450	
 5.1900000000	 8.69036E-004	 7.27177E-004	 0.0010156631	
 5.1950000000	 6.25849E-004	 0.0010108948	 0.0012552738	
 5.2000000000	 0.0013542175	 7.03335E-004	 0.0012671947	
 5.2050000000	 0.0010514259	 4.60148E-004	 0.0016486645	
 5.2100000000	 0.0011456013	 6.72340E-004	 0.0011241436	
 5.2150000000	 7.85589E-004	 9.67979E-004	 8.73804E-004	
 5.2200000000	 8.89301E-004	 7.80821E-004	 0.0012087822	
 5.2250000000	 0.0010454655	 4.29153E-004	 0.0012910366	
 5.2300000000	 6.71148E-004	 7.10487E-004	 0.0013792515	
 5.2350000000	 0.0010001659	 7.34329E-004	 0.0012600422	
 5.2400000000	 7.56979E-004	 9.51290E-004	 0.0012075901	
 5.2450000000	 0.0012350082	 7.20024E-004	 0.0011241436	
 5.2500000000	 0.0012183189	 6.93798E-004	 0.0014293194	
 5.2550000000	 7.54595E-004	 6.66380E-004	 0.0012135506	
 5.2600000000	 8.58307E-004	 8.29697E-004	 7.86781E-004	
 5.2650000000	 8.90493E-004	 8.55923E-004	 0.0015544891	
 5.2700000000	 8.20160E-004	 5.36442E-004	 0.0013351440	
 5.2750000000	 0.0010633469	 8.27312E-004	 0.0012505054	
 5.2800000000	 7.68900E-004	 6.04391E-004	 0.0014340878	
 5.2850000000	 0.0010645390	 7.30753E-004	 8.77380E-004	
 5.2900000000	 8.90493E-004	 6.17504E-004	 0.0011956692	
 5.2950000000	 8.28505E-004	 5.37634E-004	 0.0011038780	
 5.3000000000	 8.01086E-004	 7.49826E-004	 0.0011980534	
 5.3050000000	 9.38177E-004	 8.90493E-004	 0.0015234947	
 5.3100000000	 7.77245E-004	 6.65188E-004	 0.0010454655	
 5.3150000000	 9.15527E-004	 5.06639E-004	 0.0010752678	
 5.3200000000	 0.0013232231	 9.32217E-004	 0.0012826920	
 5.3250000000	 6.28233E-004	 6.22272E-004	 9.41753E-004	
 5.3300000000	 8.22544E-004	 5.19753E-004	 8.79765E-004	
 5.3350000000	 0.0012218952	 9.39369E-004	 0.0017023087	
 5.3400000000	 8.72612E-004	 7.98702E-004	 0.0012302399	
 5.3450000000	 8.67844E-004	 6.85453E-004	 0.0010883808	
 5.3500000000	 0.0010073185	 9.04799E-004	 0.0010442734	
 5.3550000000	 0.0012016296	 5.92470E-004	 0.0014877319	
 5.3600000000	 9.93013E-004	 7.74860E-004	 8.22544E-004	
 5.3650000000	 9.88245E-004	 8.05855E-004	 0.0014138222	
 5.3700000000	 7.77245E-004	 9.41753E-004	 0.0011074543	
 5.3750000000	 9.75132E-004	 9.28640E-004	 0.0014126301	
 5.3800000000	 8.86917E-004	 6.23465E-004	 0.0014257431	
 5.3850000000	 0.0011587143	 9.02414E-004	 0.0011706352	
 5.3900000000	 0.0012874603	 0.0010037422	 0.0011217594	
 5.3950000000	 7.49826E-004	 6.29425E-004	 8.98838E-004	
 5.4000000000	 0.0011026859	 5.53131E-004	 0.0010585785	
 5.4050000000	 0.0010299683	 7.31945E-004	 0.0015854836	
 5.4100000000	 8.82149E-004	 8.60691E-004	 0.0012052059	
 5.4150000000	 7.08103E-004	 0.0011682510	 9.85861E-004	
 5.4200000000	 8.23736E-004	 6.72340E-004	 0.0014829636	
 5.4250000000	 0.0013148785	 2.74181E-004	 0.0012516975	
 5.4300000000	 7.37906E-004	 8.40425E-004	 0.0010430813	
 5.4350000000	 9.72748E-004	 9.40561E-004	 8.42810E-004	
 5.4400000000	 9.27448E-004	 7.58171E-004	 0.0016045570	
 5.4450000000	 9.17912E-004	 4.19617E-004	 0.0013232231	
 5.4500000000	 0.0010979176	 6.90222E-004	 0.0012302399	
 5.4550000000	 8.09431E-004	 9.47714E-004	 0.0010752678	
 5.4600000000	 0.0010859966	 7.89165E-004	 0.0010001659	
 5.4650000000	 0.0010192394	 7.05719E-004	 0.0013136864	
 5.4700000000	 8.71420E-004	 3.37362E-004	 0.0012838840	
 5.4750000000	 8.96454E-004	 9.00030E-004	 0.0014007092	
 5.4800000000	 4.50611E-004	 0.0011551380	 0.0010848045	
 5.4850000000	 6.99759E-004	 8.94070E-005	 0.0010180473	
 5.4900000000	 0.0011694431	 5.28097E-004	 0.0014662743	
 5.4950000000	 0.0012612343	 0.0010764599	 0.0010764599	
 5.5000000000	 7.82013E-004	 8.78572E-004	 8.60691E-004	
 5.5050000000	 9.53674E-004	 8.21352E-004	 0.0013172626	
 5.5100000000	 0.0012516975	 8.45194E-004	 0.0016617775	
 5.5150000000	 6.15120E-004	 5.42402E-004	 0.0013625622	
 5.5200000000	 9.78708E-004	 9.28640E-004	 0.0010132790	
 5.5250000000	 0.0011706352	 9.87053E-004	 0.0013291836	
 5.5300000000	 9.57251E-004	 7.68900E-004	 0.0011777878	
 5.5350000000	 0.0012207031	 5.00679E-004	 0.0010418892	
 5.5400000000	 9.91821E-004	 7.89165E-004	 0.0014758110	
 5.5450000000	 7.54595E-004	 8.16584E-004	 9.20296E-004	
 5.5500000000	 9.08375E-004	 9.59635E-004	 0.0012111664	
 5.5550000000	 0.0010657310	 6.86646E-004	 0.0015759468	
 5.5600000000	 0.0012373924	 5.48363E-004	 0.0013196468	
 5.5650000000	 7.85589E-004	 8.48770E-004	 9.64403E-004	
 5.5700000000	 9.25064E-004	 8.45194E-004	 8.54731E-004	
 5.5750000000	 9.40561E-004	 8.04663E-004	 0.0014877319	
 5.5800000000	 0.0011086464	 3.61204E-004	 0.0014889240	
 5.5850000000	 7.65324E-004	 7.52211E-004	 0.0013554096	
 5.5900000000	 9.09567E-004	 0.0011920929	 0.0010716915	
 5.5950000000	 0.0010979176	 0.0010061264	 0.0011146069	
 5.6000000000	 9.81092E-004	 4.47035E-004	 0.0013828278	
 5.6050000000	 0.0012302399	 6.22272E-004	 0.0012540817	
 5.6100000000	 0.0010085106	 7.86781E-004	 0.0012850761	
 5.6150000000	 4.75645E-004	 8.41618E-004	 0.0012159348	
 5.6200000000	 8.90493E-004	 9.51290E-004	 0.0013136864	
 5.6250000000	 0.0011289120	 3.99351E-004	 0.0017428398	
 5.6300000000	 9.48906E-004	 5.55515E-004	 0.0011610985	
 5.6350000000	 8.86917E-004	 0.0012457371	 6.99759E-004	
 5.6400000000	 8.65459E-004	 7.51019E-004	 0.0010156631	
 5.6450000000	 0.0010418892	 2.86102E-004	 0.0013446808	
 5.6500000000	 0.0011503696	 8.58307E-004	 0.0017130375	
 5.6550000000	 8.18968E-004	 0.0010156631	 0.0013041496	
 5.6600000000	 6.09159E-004	 8.73804E-004	 0.0010275841	
 5.6650000000	 0.0012230873	 7.84397E-004	 0.0014650822	
 5.6700000000	 0.0010061264	 5.19753E-004	 0.0012564659	
 5.6750000000	 0.0011432171	 8.17776E-004	 0.0013911724	
 5.6800000000	 7.79629E-004	 9.21488E-004	 0.0011408329	
 5.6850000000	 6.46114E-004	 8.26120E-004	 9.59635E-004	
 5.6900000000	 8.60691E-004	 4.00543E-004	 0.0013840199	
 5.6950000000	 0.0012493134	 6.92606E-004	 0.0015783310	
 5.7000000000	 9.16719E-004	 9.57251E-004	 0.0010418892	
 5.7050000000	 8.53539E-004	 0.0011658669	 8.61883E-004	
 5.7100000000	 0.0013244152	 6.22272E-004	 0.0013256073	
 5.7150000000	 8.91685E-004	 5.85318E-004	 0.0018131733	
 5.7200000000	 7.74860E-004	 8.96454E-004	 9.53674E-004	
 5.7250000000	 7.59363E-004	 0.0011801720	 0.0013506413	
 5.7300000000	 9.69172E-004	 0.0010550022	 0.0015461445	
 5.7350000000	 0.0013375282	 4.13656E-004	 0.0012171268	
 5.7400000000	 9.81092E-004	 0.0010752678	 0.0014328957	
 5.7450000000	 0.0011968613	 0.0012040138	 0.0010120869	
 5.7500000000	 8.85725E-004	 8.86917E-004	 0.0010788441	
 5.7550000000	 0.0011241436	 7.77245E-004	 0.0016939640	
 5.7600000000	 0.0011897087	 7.73668E-004	 0.0013518333	
 5.7650000000	 6.27041E-004	 8.05855E-004	 0.0014138222	
 5.7700000000	 0.0011432171	 9.32217E-004	 0.0012838840	
 5.7750000000	 8.13007E-004	 0.0012493134	 0.0012028217	
 5.7800000000	 0.0011444092	 4.05312E-004	 0.0014984608	
 5.7850000000	 0.0011825562	 7.35521E-004	 0.0012791157	
 5.7900000000	 5.11408E-004	 0.0012719631	 0.0010120869	
 5.7950000000	 0.0012886524	 8.05855E-004	 0.0011527538	
 5.8000000000	 8.03471E-004	 5.71012E-004	 0.0017178059	
 5.8050000000	 0.0012958050	 8.69036E-004	 0.0011074543	
 5.8100000000	 7.82013E-004	 0.0010216236	 0.0011706352	
 5.8150000000	 8.46386E-004	 8.42810E-004	 0.0011527538	
 5.8200000000	 0.0010824203	 7.78437E-004	 0.0011599064	
 5.8250000000	 9.56059E-004	 9.57251E-004	 0.0016570091	
 5.8300000000	 9.82285E-004	 3.75509E-004	 0.0011110306	
 5.8350000000	 6.50883E-004	 9.96590E-004	 9.69172E-004	
 5.8400000000	 0.0010168552	 0.0010967255	 0.0011897087	
 5.8450000000	 0.0011157990	 6.31809E-004	 0.0013279915	
 5.8500000000	 9.62019E-004	 4.68493E-004	 0.0011694431	
 5.8550000000	 0.0012469292	 0.0010979176	 0.0014472008	
 5.8600000000	 5.41210E-004	 0.0011277199	 0.0010240078	
