QuickDAQ Data
1/1/0001 12:00:00 AM
Notes:		
Sample Rate:	200	 Hz	
Measurement Type	Time Waveform	Time Waveform	Time Waveform	
Channel Name	DT9857E-16(00).Ain 1	DT9857E-16(00).Ain 2	DT9857E-16(00).Ain 3	
X Axis Units	Sec	Sec	Sec	
Y Axis Units	g	g	g	
Seconds	Real	Real	Real	
10.5700000000	-0.1807010174	 0.1317036152	-0.6776475906	
10.5750000000	-0.0139617920	 0.2461564541	 0.1154506207	
10.5800000000	-0.0217449665	-6.73532E-004	-0.1273012161	
10.5850000000	 0.0715684891	-0.3403961658	-0.0303244591	
10.5900000000	-0.1436758041	 0.1130402088	 0.6935179234	
10.5950000000	 0.1751887798	 0.0282216072	-0.4533493519	
10.6000000000	-0.4638838768	 0.0515794754	 0.0183844566	
10.6050000000	 0.1212692261	 0.2800905704	 0.0046193600	
10.6100000000	 0.4213154316	-0.4126417637	 0.0232839584	
10.6150000000	-0.4454004765	-0.1392161846	 0.1370024681	
10.6200000000	 0.3576886654	 0.2333891392	-0.3730118275	
10.6250000000	-0.1915645599	 0.0734341145	 0.1930594444	
10.6300000000	-0.0799345970	-0.2383124828	-0.2244222164	
10.6350000000	 0.3150463104	 0.1228511333	 0.0538051128	
10.6400000000	-0.3288388252	 0.1210987568	 0.4137074947	
10.6450000000	 0.1276099682	-0.3103244305	-0.3925955296	
10.6500000000	-0.1676928997	 0.3118181229	 0.6062948704	
10.6550000000	 0.0162482262	 0.1979672909	 0.0476038456	
10.6600000000	 0.0791251659	-0.0843977928	-0.3478562832	
10.6650000000	 0.0788712502	 0.2593290806	 0.4331195354	
10.6700000000	 0.4507923126	 0.1005494595	-0.4170536995	
10.6750000000	-0.2025818825	-0.0368964672	 0.0388753414	
10.6800000000	 0.4599046707	 0.0222098827	 0.2515184879	
10.6850000000	 0.1696348190	 0.2687048912	-0.2731251717	
10.6900000000	-0.3770601749	 0.1141762733	 0.0563621521	
10.6950000000	 0.3163433075	 0.0501322746	 0.2955508232	
10.7000000000	-0.2355623245	 0.1337277889	 0.3392577171	
10.7050000000	-0.1438784599	-0.1866137981	 0.0481867790	
10.7100000000	-0.0636339188	 0.2512907982	 0.0289535522	
10.7150000000	-0.0424659252	 0.0468027592	-0.1678621769	
10.7200000000	 0.2190136909	-0.4026854038	-0.2955079079	
10.7250000000	 0.2192115784	-0.1051723957	 0.0419008732	
10.7300000000	 0.0774216652	-0.0344491005	-0.4851436615	
10.7350000000	-0.4198157787	-0.0953376293	-0.1892769337	
10.7400000000	-0.0523579121	-0.1462256908	 0.3084421158	
10.7450000000	-0.2404665947	-0.2263021469	 0.1637458801	
10.7500000000	-0.4076659679	-0.1735758781	 0.0395643711	
10.7550000000	-0.1900458336	 0.1260185242	-0.0885474682	
10.7600000000	 0.0796079636	-0.1282858849	-0.2520179749	
10.7650000000	 0.2009379864	-0.4338073730	-0.0313603878	
10.7700000000	 0.1148235798	 0.0529766083	-0.2369451523	
10.7750000000	-0.0350248814	 0.0791168213	-0.3376042843	
10.7800000000	-0.1493775845	-0.1461577415	 0.0956439972	
10.7850000000	 0.1269900799	-0.0678110123	 0.0948405266	
10.7900000000	-0.1704931259	 0.0091981888	 0.1813280582	
10.7950000000	-0.2305233479	 0.0900411606	-0.0294721127	
10.8000000000	 0.0775766373	 0.0057756901	 0.0770974159	
10.8050000000	-0.0953245163	 0.0328528881	 0.0830554962	
10.8100000000	 0.1321852207	-0.1547491550	 0.0143313408	
10.8150000000	-0.0219678879	 0.1343381405	-0.0765001774	
10.8200000000	 0.0724470615	 0.0538945198	-0.1976799965	
10.8250000000	 0.1887524128	-0.0575959682	-0.0627100468	
10.8300000000	 0.1034867764	 0.0509476662	 0.0516021252	
10.8350000000	 0.1295077801	 0.0220310688	-0.0156211853	
10.8400000000	-0.1422989368	 0.2011394501	 0.2015376091	
10.8450000000	-0.0159597397	 0.1323080063	 0.1536262035	
10.8500000000	-0.1111745834	 0.1234984398	 0.2584028244	
10.8550000000	-0.0526511669	 0.1568150520	 0.2951300144	
10.8600000000	 0.2928030491	 0.0673031807	-0.0706315041	
10.8650000000	 0.0584065914	 0.1752197742	-0.0671315193	
10.8700000000	 0.3534924984	 0.1395535469	-0.2322554588	
10.8750000000	 0.2636802197	 0.0104081631	 0.0063967705	
10.8800000000	 0.0743126869	-4.55379E-004	 0.1126337051	
10.8850000000	 0.0734639168	 0.1068770885	 0.0629842281	
10.8900000000	-0.3454566002	 0.2350676060	 0.1563811302	
10.8950000000	-0.2052736282	 0.0042748451	 0.1284742355	
10.9000000000	 0.0091791153	-0.0775694847	 0.2789330482	
10.9050000000	 0.0391018391	-0.1134347916	 0.0242352486	
10.9100000000	-0.0011289120	-0.0269794464	-0.3931081295	
10.9150000000	 0.0391829014	 0.0619137287	-0.2494740486	
10.9200000000	 0.1658213139	-0.2833521366	-0.1075124741	
10.9250000000	-0.0629961491	-0.2603507042	-0.0311255455	
10.9300000000	-0.1771366596	 0.0338327885	-0.0377690792	
10.9350000000	-0.2577519417	-0.0246560574	-0.0909626484	
10.9400000000	-0.2033317089	-0.1665246487	 0.0564289093	
10.9450000000	 0.0773239136	-0.1684772968	 0.1422548294	
10.9500000000	-0.1398789883	-0.0610601902	-0.0463020802	
10.9550000000	-0.1538586617	-0.0368452072	-0.1998281479	
10.9600000000	 0.0461101532	-0.0122857094	-0.0769948959	
10.9650000000	 0.0257408619	-0.1780390739	 0.0010466576	
10.9700000000	 0.0613069534	-0.1562142372	-0.1582002640	
10.9750000000	 0.0259768963	 0.0857245922	-0.1325440407	
10.9800000000	-0.0141477585	-0.0273346901	-0.1267576218	
10.9850000000	-0.0263571739	-0.1157891750	 0.0299882889	
10.9900000000	-0.0780069828	 0.0040245056	 0.2406811714	
10.9950000000	-0.2003967762	-0.0020349026	 0.0972414017	
11.0000000000	-0.1969206333	 0.0347793102	 0.0189828873	
11.0050000000	 0.0335872173	 0.0559103489	 0.0408959389	
11.0100000000	 0.1555705070	-0.0819075108	-0.0662302971	
11.0150000000	 0.1519978046	-0.0095307827	-0.1497197151	
11.0200000000	 0.2391731739	 0.0932085514	-0.1373612881	
11.0250000000	 0.0870454311	 0.0687158108	-0.0449395180	
11.0300000000	 0.0044286251	 0.0728166103	 0.1144063473	
11.0350000000	-0.0285863876	 0.1644408703	 0.2632784843	
11.0400000000	-0.1237463951	 0.1492953300	 0.2689492702	
11.0450000000	-0.0053048134	 0.1314675808	 0.1453888416	
11.0500000000	 0.0855481625	 0.2035641670	 0.1175141335	
11.0550000000	 0.1671957970	 0.0933992863	-0.0145411491	
11.0600000000	 0.2058339119	 0.0605869293	-0.0582718849	
11.0650000000	 0.2076303959	 0.0971293449	-0.0471341610	
11.0700000000	 0.1391696930	 0.0277113914	-0.0417423248	
11.0750000000	 0.0196349621	 0.1001870632	-0.0082385540	
11.0800000000	-0.0226986408	 0.0527536869	 0.1168668270	
11.0850000000	-0.1308798790	 0.0391995907	 0.0909721851	
11.0900000000	-0.0766813755	-0.0263679028	 0.1640725136	
11.0950000000	-0.1132726669	-0.0012207031	 0.0575578213	
11.1000000000	-0.0778567791	-0.0277447701	-0.0645685196	
11.1050000000	 0.0485134125	-0.0861823559	-0.0563764572	
11.1100000000	 0.0637435913	-0.1352894306	-0.1517009735	
11.1150000000	-0.0384986401	-0.0709867477	-0.1899683475	
11.1200000000	 0.0370991230	-0.0597941875	-0.1344692707	
11.1250000000	-0.0184881687	-0.1846206188	-0.0220179558	
11.1300000000	-0.1198828220	-0.0571978092	-0.0719511509	
11.1350000000	-0.1704061031	-0.0072932243	 0.0783002377	
11.1400000000	-0.1508080959	-0.1150977612	 0.0524663925	
11.1450000000	-0.1473140717	-0.1201105118	 0.0795686245	
11.1500000000	-0.0062036514	-0.0260877609	-0.0536203384	
11.1550000000	-0.1015233994	-0.0702130795	-0.1381993294	
11.1600000000	 0.0709760189	-0.1067674160	-0.1955568790	
11.1650000000	 0.1656150818	-0.1069915295	-0.0762939453	
11.1700000000	 0.0038850307	-0.1210844517	-0.1331520081	
11.1750000000	-0.0763845444	 0.0091767311	-0.1409482956	
11.1800000000	-0.1293742657	 0.0304484367	 0.1254510880	
11.1850000000	-0.0731182098	-0.1303470135	 0.1273572445	
11.1900000000	-0.1539397240	-0.0201475620	 0.1591825485	
11.1950000000	-0.0526511669	 0.1293003559	-0.0109672546	
11.2000000000	-0.0313401222	 0.0021326542	-0.0181078911	
11.2050000000	 0.1899194717	-0.0183200836	-0.0576174259	
11.2100000000	 0.1907861233	 0.0198793411	-0.0028574467	
11.2150000000	 0.0678288937	 0.1051855087	-0.1289880276	
11.2200000000	 0.1301980019	 0.0964522362	-0.0040912628	
11.2250000000	 0.0988054276	 0.0958526134	 0.1516175270	
11.2300000000	-0.0477850437	 0.1339554787	 0.1274406910	
11.2350000000	-0.0042963028	 0.1515984535	 0.2075397968	
11.2400000000	 0.0186181068	 0.1467454433	 0.1886570454	
11.2450000000	-0.0119888783	 0.1038861275	 0.0929832458	
11.2500000000	 0.1087367535	 0.1544415951	 0.0083005428	
11.2550000000	 0.1666915417	 0.0194454193	 0.0545525551	
11.2600000000	 0.1459991932	 0.0280165672	-0.1310372353	
11.2650000000	 0.1044499874	 0.1090717316	-0.0701987743	
11.2700000000	 0.1152694225	 0.0147461891	-0.0125026703	
11.2750000000	-0.0267672539	-0.0315439701	 0.0471580029	
11.2800000000	-0.1041471958	 0.0855827332	 0.0899541378	
11.2850000000	-0.1247012615	 0.0186955929	 0.1378321648	
11.2900000000	-0.1351261139	-0.0654733181	 0.0921332836	
11.2950000000	-0.0214576721	-0.0094103813	-0.0075316429	
11.3000000000	 2.72989E-004	-0.0342357159	-0.0536930561	
11.3050000000	 0.0535535812	-0.1042437553	-0.1889955997	
11.3100000000	 0.0816988945	-0.0891828537	-0.1418435574	
11.3150000000	 0.0269949436	-0.0581300259	-0.1156854630	
11.3200000000	-0.0670516491	-0.1184177399	-0.0720870495	
11.3250000000	-0.1162219048	-0.0545680523	-0.0049722195	
11.3300000000	-0.1376521587	-0.0628554821	 0.0810635090	
11.3350000000	-0.1501810551	-0.1047754288	 0.0270557404	
11.3400000000	-0.1298320293	-0.0722634792	 5.93662E-004	
11.3450000000	-0.0571465492	-0.0698029995	-0.0329768658	
11.3500000000	-0.0161838531	-0.1139986515	-0.1227152348	
11.3550000000	 0.0253880024	-0.1282536983	-0.1307868958	
11.3600000000	 0.0255537033	-0.0508427620	-0.1464045048	
11.3650000000	 0.0044488907	-0.0847852230	-0.1153349876	
11.3700000000	-0.0077271461	-0.0885879993	-0.0443351269	
11.3750000000	-0.0701487064	-0.0065934658	 0.0502252579	
11.3800000000	-0.0929343700	 0.0091218948	 0.0545012951	
11.3850000000	-0.1166450977	-0.0031137466	 0.1200902462	
11.3900000000	-0.0307762623	 0.0422954559	 0.0972926617	
11.3950000000	 0.0207591057	 0.0544476509	 0.0310802460	
11.4000000000	 0.0839769840	 0.0355172157	-0.0297796726	
11.4050000000	 0.1666069031	 0.0809359550	-0.0652456284	
11.4100000000	 0.1405107975	 0.0951445103	-0.0432860851	
11.4150000000	 0.1494038105	 0.0452160835	 0.0038492680	
11.4200000000	 0.0956940651	 0.1008379459	 0.1022660732	
11.4250000000	 0.0177323818	 0.1566088200	 0.1022350788	
11.4300000000	-0.0608241558	 0.1359772682	 0.1517105103	
11.4350000000	-0.0244438648	 0.1260972023	 0.1925659180	
11.4400000000	 0.0388801098	 0.0779831409	 0.1476287842	
11.4450000000	 0.0390827656	 0.0743484497	 0.0391471386	
11.4500000000	 0.1293134689	 0.0878584385	-0.0723946095	
11.4550000000	 0.1464307308	 0.0492227077	-0.0826311111	
11.4600000000	 0.1136577129	-0.0053715706	-0.0592505932	
11.4650000000	 0.0861537457	 0.0034892559	 0.0048983097	
11.4700000000	-0.0224435329	 0.0423014164	 0.0388550758	
11.4750000000	-0.1311099529	 0.0362288952	 0.0525498390	
11.4800000000	-0.0969851017	 0.0288212299	 0.0980329514	
11.4850000000	-0.0423192978	-0.0463366508	 0.1364076138	
11.4900000000	-0.0500190258	-0.0457930565	-0.0080335140	
11.4950000000	-0.0033247471	 0.0101077557	-0.1032364368	
11.5000000000	 0.0533485413	-0.0477409363	-0.1088809967	
11.5050000000	 0.0424873829	-0.1251876354	-0.1163554192	
11.5100000000	 0.0179481506	-0.0753629208	-0.0842797756	
11.5150000000	-0.0416243076	-0.0574457645	-0.0633323193	
11.5200000000	-0.1197957993	-0.0941777229	-0.0531208515	
11.5250000000	-0.1100635529	-0.0658130646	 0.0060105324	
11.5300000000	-0.1134848595	-0.0977516174	 0.0677442551	
11.5350000000	-0.1382517815	-0.1197755337	-0.0116121769	
11.5400000000	-0.0948047638	-0.0681972504	-0.0520694256	
11.5450000000	-0.0433290005	-0.0723659992	-0.0821328163	
11.5500000000	-0.0100171566	-0.1309204102	-0.1252400875	
11.5550000000	 0.0547480583	-0.0960350037	-0.1132786274	
11.5600000000	 0.0361216068	-0.0512564182	-0.0958192348	
11.5650000000	-0.0224530697	-0.0444459915	-0.0929319859	
11.5700000000	-0.0459802151	 5.03063E-004	 0.0269269943	
11.5750000000	-0.0592124462	 0.0052464008	 0.1297020912	
11.5800000000	-0.0789821148	 0.0061213970	 0.1077473164	
11.5850000000	-0.0517272949	 0.0691592693	 0.0836932659	
11.5900000000	 0.0218713284	 0.0936269760	 0.0265610218	
11.5950000000	 0.0995850563	 0.0372171402	-0.0086367130	
11.6000000000	 0.1654422283	 0.0399875641	-0.0216543674	
11.6050000000	 0.1404774189	 0.0894725323	-0.0370228291	
11.6100000000	 0.0992715359	 0.0956356525	-0.0269746780	
11.6150000000	 0.0927662849	 0.0761711597	 0.0722622871	
11.6200000000	 0.0099670887	 0.1107621193	 0.1320135593	
11.6250000000	-0.0418293476	 0.1247465611	 0.1278424263	
11.6300000000	-0.0125336647	 0.0946295261	 0.1564717293	
11.6350000000	 0.0093615055	 0.0865316391	 0.1109051704	
11.6400000000	 0.0523746014	 0.0830900669	 0.0144612789	
11.6450000000	 0.1091837883	 0.0523507595	-0.0088214874	
11.6500000000	 0.1307570934	 0.0214433670	-0.0518405437	
11.6550000000	 0.0850808620	 0.0462865829	-0.0711822510	
11.6600000000	 0.0612342358	 0.0335359573	-0.0023818016	
11.6650000000	 0.0145268440	 0.0016570091	 0.0394046307	
11.6700000000	-0.0761401653	 0.0369274616	 0.0544166565	
11.6750000000	-0.0684928894	 0.0275814533	 0.0838065147	
11.6800000000	-0.0743758678	-0.0196921825	 0.0807929039	
11.6850000000	-0.0455343723	-0.0336384773	 0.0045311451	
11.6900000000	 0.0029528141	-0.0278496742	-0.0411796570	
11.6950000000	 0.0056922436	-0.0631749630	-0.0978446007	
11.7000000000	 0.0203359127	-0.0905227661	-0.1387846470	
11.7050000000	 0.0134050846	-0.0781929493	-0.0862848759	
11.7100000000	-0.0230431557	-0.1113247871	-0.0756239891	
11.7150000000	-0.1033973694	-0.0898241997	-0.0668990612	
11.7200000000	-0.1198971272	-0.0604367256	 0.0069975853	
11.7250000000	-0.1247215271	-0.1066231728	 0.0308024883	
11.7300000000	-0.1295471191	-0.1105248928	 0.0056469440	
11.7350000000	-0.0809621811	-0.0620591640	-0.0242352486	
11.7400000000	-0.0512218475	-0.0679600239	-0.0862944126	
11.7450000000	 0.0123035908	-0.1046442986	-0.1117479801	
11.7500000000	 0.0602257252	-0.0667858124	-0.0866401196	
11.7550000000	 0.0308704376	-0.0411701202	-0.0940012932	
11.7600000000	-0.0106000900	-0.0276911259	-0.0585663319	
11.7650000000	-0.0265812874	 0.0147867203	 0.0451195240	
11.7700000000	-0.0445950031	 0.0113356113	 0.0925111771	
11.7750000000	-0.0667512417	 0.0232779980	 0.0973379612	
11.7800000000	-0.0262343884	 0.0689888000	 0.0826919079	
11.7850000000	 0.0206434727	 0.0687360764	 0.0317943096	
11.7900000000	 0.0837779045	 0.0336229801	-4.11272E-004	
11.7950000000	 0.1295316219	 0.0530481339	-0.0134754181	
11.8000000000	 0.1057863235	 0.0828528404	-0.0390863419	
11.8050000000	 0.0988316536	 0.0640046597	-0.0091373920	
11.8100000000	 0.0812828541	 0.0728785992	 0.0662541389	
11.8150000000	 0.0172531605	 0.1026654243	 0.0883674622	
11.8200000000	-0.0185310841	 0.1048457623	 0.1146280766	
11.8250000000	-0.0053000450	 0.0955736637	 0.1419973373	
11.8300000000	 0.0130176544	 0.0858128071	 0.0983119011	
11.8350000000	 0.0406289101	 0.0799953938	 0.0470376015	
11.8400000000	 0.0962865353	 0.0610113144	 0.0033926964	
11.8450000000	 0.1074981689	 0.0453305244	-0.0451922417	
11.8500000000	 0.0904512405	 0.0415968895	-0.0465619564	
11.8550000000	 0.0835621357	 0.0205671787	-0.0069785118	
11.8600000000	 0.0134408474	 0.0160264969	 0.0202727318	
11.8650000000	-0.0617384911	 0.0338041782	 0.0383710861	
11.8700000000	-0.0722789764	 0.0126338005	 0.0761759281	
11.8750000000	-0.0740909576	-0.0326669216	 0.0731956959	
11.8800000000	-0.0599229336	-0.0405824184	 0.0084769726	
11.8850000000	-0.0253474712	-0.0342690945	-0.0517988205	
11.8900000000	 0.0066196918	-0.0787842274	-0.1022768021	
11.8950000000	 0.0148570538	-0.1024329662	-0.1223850250	
11.9000000000	 2.69413E-004	-0.0862693787	-0.0999546051	
11.9050000000	-0.0416803360	-0.1003718376	-0.0795865059	
11.9100000000	-0.0941574574	-0.0931715965	-0.0484597683	
11.9150000000	-0.1039791107	-0.0707280636	-3.19481E-004	
11.9200000000	-0.1169753075	-0.0855088234	 0.0193691254	
11.9250000000	-0.1063323021	-0.0870227814	 0.0012850761	
11.9300000000	-0.0600326061	-0.0584685802	-0.0209927559	
11.9350000000	-0.0331103802	-0.0606775284	-0.0621688366	
11.9400000000	 0.0042307377	-0.0709259510	-0.0895738602	
11.9450000000	 0.0393605232	-0.0444149971	-0.0738942623	
11.9500000000	 0.0361919403	-0.0391745567	-0.0671732426	
11.9550000000	 0.0065815449	-0.0231349468	-0.0432419777	
11.9600000000	-0.0173640251	 0.0198066235	 0.0190234184	
11.9650000000	-0.0362241268	 0.0173473358	 0.0677752495	
11.9700000000	-0.0466763973	 0.0159907341	 0.0912296772	
11.9750000000	-0.0243473053	 0.0510275364	 0.0801682472	
11.9800000000	 8.95262E-004	 0.0639688969	 0.0356233120	
11.9850000000	 0.0576150417	 0.0426197052	 0.0044667721	
11.9900000000	 0.1150310040	 0.0452888012	-0.0085735321	
11.9950000000	 0.1048636436	 0.0654327869	-0.0260102749	
12.0000000000	 0.0954425335	 0.0690746307	-0.0140893459	
12.0050000000	 0.0822973251	 0.0771081448	 0.0503480434	
12.0100000000	 0.0276625156	 0.0941658020	 0.0871038437	
12.0150000000	-0.0071525574	 0.1043784618	 0.1098155975	
12.0200000000	-0.0011467934	 0.1008701324	 0.1353633404	
12.0250000000	 0.0135493279	 0.0871431828	 0.0995981693	
12.0300000000	 0.0444066525	 0.0818240643	 0.0459647179	
12.0350000000	 0.0909483433	 0.0648057461	 0.0093352795	
12.0400000000	 0.1028060913	 0.0387513638	-0.0344562531	
12.0450000000	 0.0828576088	 0.0365114212	-0.0427818298	
12.0500000000	 0.0654113293	 0.0225651264	-0.0101613998	
12.0550000000	 8.76188E-004	 0.0069332123	 0.0130295753	
12.0600000000	-0.0590074062	 0.0127971172	 0.0320696831	
12.0650000000	-0.0651645660	-0.0034415722	 0.0593721867	
12.0700000000	-0.0766968727	-0.0397932529	 0.0482356548	
12.0750000000	-0.0597870350	-0.0471639633	-0.0095593929	
12.0800000000	-0.0285363197	-0.0478780270	-0.0450527668	
12.0850000000	-0.0113165379	-0.0828230381	-0.0885558128	
12.0900000000	-0.0030851364	-0.0957107544	-0.1090085506	
12.0950000000	-0.0085639954	-0.0805878639	-0.0872528553	
12.1000000000	-0.0359809399	-0.0956416130	-0.0772380829	
12.1050000000	-0.0733077526	-0.0840079784	-0.0523316860	
12.1100000000	-0.0817692280	-0.0633287430	-0.0038135052	
12.1150000000	-0.0983440876	-0.0751769543	 0.0112724304	
12.1200000000	-0.0947356224	-0.0715756416	 0.0051391125	
12.1250000000	-0.0607740879	-0.0477325916	-0.0066268444	
12.1300000000	-0.0375866890	-0.0525021553	-0.0472068787	
12.1350000000	 0.0040137768	-0.0611817837	-0.0721013546	
12.1400000000	 0.0401055813	-0.0405633450	-0.0680935383	
12.1450000000	 0.0333237648	-0.0337910652	-0.0706827641	
12.1500000000	 0.0107836723	-0.0200009346	-0.0432705879	
12.1550000000	-0.0117838383	 0.0104999542	 0.0206816196	
12.1600000000	-0.0371289253	 0.0130379200	 0.0600385666	
12.1650000000	-0.0464773178	 0.0211822987	 0.0802576542	
12.1700000000	-0.0244998932	 0.0499868393	 0.0759172440	
12.1750000000	 0.0082957745	 0.0559341908	 0.0360178947	
12.1800000000	 0.0626313686	 0.0433897972	 0.0109469891	
12.1850000000	 0.1052021980	 0.0535452366	-0.0038230419	
12.1900000000	 0.0967025757	 0.0715494156	-0.0205886364	
12.1950000000	 0.0919675827	 0.0718641281	 0.0033748150	
12.2000000000	 0.0792968273	 0.0777888298	 0.0569403172	
12.2050000000	 0.0324678421	 0.0961041451	 0.0787103176	
12.2100000000	 0.0075066090	 0.1038980484	 0.0993072987	
12.2150000000	 0.0116026402	 0.0964975357	 0.1173484325	
12.2200000000	 0.0181984901	 0.0826752186	 0.0887703896	
12.2250000000	 0.0412094593	 0.0742244720	 0.0495314598	
12.2300000000	 0.0718915462	 0.0557708740	 0.0146651268	
12.2350000000	 0.0768971443	 0.0359582901	-0.0300967693	
12.2400000000	 0.0675320625	 0.0279664993	-0.0374400616	
12.2450000000	 0.0533127785	 0.0080394745	-0.0145518780	
12.2500000000	-0.0017416477	-0.0043082237	-0.0020730495	
12.2550000000	-0.0463140011	-1.74046E-004	 0.0180864334	
12.2600000000	-0.0633704662	-0.0147593021	 0.0427556038	
12.2650000000	-0.0780498981	-0.0418722630	 0.0308299065	
12.2700000000	-0.0609087944	-0.0471019745	-0.0012254715	
12.2750000000	-0.0361680984	-0.0517439842	-0.0351786613	
12.2800000000	-0.0171720982	-0.0778615475	-0.0826680660	
12.2850000000	-0.0022840500	-0.0807619095	-0.0964868069	
12.2900000000	-0.0016450882	-0.0777590275	-0.0841581821	
12.2950000000	-0.0302278996	-0.0885021687	-0.0753664970	
12.3000000000	-0.0612509251	-0.0717318058	-0.0441563129	
12.3050000000	-0.0768458843	-0.0603079796	-0.0049042702	
12.3100000000	-0.0950467587	-0.0694787502	 0.0069618225	
12.3150000000	-0.0829648972	-0.0634062290	 0.0078535080	
12.3200000000	-0.0567913055	-0.0482177734	-0.0094568729	
12.3250000000	-0.0342679024	-0.0535631180	-0.0482940674	
12.3300000000	 0.0045418739	-0.0538122654	-0.0633990765	
12.3350000000	 0.0278317928	-0.0395262241	-0.0625324249	
12.3400000000	 0.0236666203	-0.0353848934	-0.0620043278	
12.3450000000	 0.0085079670	-0.0151336193	-0.0300204754	
12.3500000000	-0.0092935562	 0.0096309185	 0.0154423714	
12.3550000000	-0.0278186798	 0.0151109695	 0.0485777855	
12.3600000000	-0.0279867649	 0.0283157825	 0.0747597218	
12.3650000000	-0.0115525723	 0.0510001183	 0.0687062740	
12.3700000000	 0.0125730038	 0.0582408905	 0.0413918495	
12.3750000000	 0.0602376461	 0.0549805164	 0.0240373611	
12.3800000000	 0.0922000408	 0.0630915165	 0.0076973438	
12.3850000000	 0.0917720795	 0.0727915764	-0.0066030025	
12.3900000000	 0.0954008102	 0.0745534897	 0.0127077103	
12.3950000000	 0.0790286064	 0.0795352459	 0.0474357605	
12.4000000000	 0.0398838520	 0.0904572010	 0.0664043427	
12.4050000000	 0.0162565708	 0.0956416130	 0.0915753841	
12.4100000000	 0.0077033043	 0.0874733925	 0.1052153111	
12.4150000000	 0.0087165833	 0.0733089447	 0.0814867020	
12.4200000000	 0.0315976143	 0.0627624989	 0.0506782532	
12.4250000000	 0.0567340851	 0.0448799133	 0.0104606152	
12.4300000000	 0.0638151169	 0.0272750854	-0.0320172310	
12.4350000000	 0.0621449947	 0.0175297260	-0.0356566906	
12.4400000000	 0.0418984890	-1.62125E-004	-0.0205314159	
12.4450000000	-0.0074112415	-0.0087571144	-0.0065803528	
12.4500000000	-0.0428771973	-0.0060141087	 0.0176107883	
12.4550000000	-0.0619328022	-0.0202751160	 0.0340855122	
12.4600000000	-0.0707733631	-0.0386822224	 0.0217890739	
12.4650000000	-0.0520575047	-0.0425028801	-0.0017821789	
12.4700000000	-0.0323438644	-0.0526094437	-0.0353455544	
12.4750000000	-0.0175106525	-0.0706124306	-0.0735235214	
12.4800000000	-0.0052523613	-0.0712418556	-0.0814831257	
12.4850000000	-0.0106489658	-0.0755393505	-0.0765335560	
12.4900000000	-0.0325894356	-0.0816690922	-0.0682783127	
12.4950000000	-0.0523674488	-0.0684773922	-0.0401043892	
12.5000000000	-0.0705063343	-0.0632858276	-0.0156760216	
12.5050000000	-0.0838851929	-0.0675177574	-0.0038361549	
12.5100000000	-0.0745379925	-0.0598704815	 0.0040614605	
12.5150000000	-0.0586140156	-0.0521934032	-0.0118124485	
12.5200000000	-0.0379300117	-0.0526034832	-0.0394392014	
12.5250000000	-0.0027894974	-0.0459206104	-0.0516998768	
12.5300000000	 0.0206458569	-0.0373303890	-0.0570940971	
12.5350000000	 0.0247883797	-0.0300443172	-0.0540518761	
12.5400000000	 0.0174677372	-0.0078141689	-0.0256621838	
12.5450000000	-0.0014555454	 0.0134229660	 0.0117516518	
12.5500000000	-0.0170147419	 0.0227963924	 0.0473332405	
12.5550000000	-0.0174582005	 0.0375103951	 0.0744473934	
12.5600000000	-0.0069367886	 0.0557911396	 0.0692677498	
12.5650000000	 0.0192749500	 0.0624763966	 0.0468301773	
12.5700000000	 0.0610446930	 0.0622129440	 0.0293087959	
12.5750000000	 0.0875496864	 0.0659692287	 0.0095021725	
12.5800000000	 0.0906693935	 0.0713777542	 4.86374E-004	
12.5850000000	 0.0906157494	 0.0722229481	 0.0172162056	
12.5900000000	 0.0696575642	 0.0758337975	 0.0420367718	
12.5950000000	 0.0358498096	 0.0834572315	 0.0607657433	
12.6000000000	 0.0153136253	 0.0846052170	 0.0826549530	
12.6050000000	 0.0049328804	 0.0755524635	 0.0894618034	
12.6100000000	 0.0104594231	 0.0620400906	 0.0706183910	
12.6150000000	 0.0282144547	 0.0529360771	 0.0436544418	
12.6200000000	 0.0446391106	 0.0375020504	 0.0046503544	
12.6250000000	 0.0524222851	 0.0226938725	-0.0257766247	
12.6300000000	 0.0512635708	 0.0109946728	-0.0267648697	
12.6350000000	 0.0308537483	-0.0031220913	-0.0207793713	
12.6400000000	-0.0065815449	-0.0071561337	-0.0091218948	
12.6450000000	-0.0330054760	-0.0093543530	 0.0119924545	
12.6500000000	-0.0530970097	-0.0227034092	 0.0225365162	
12.6550000000	-0.0606036186	-0.0353682041	 0.0161719322	
12.6600000000	-0.0500833988	-0.0409138203	-8.72612E-004	
12.6650000000	-0.0383400917	-0.0528824329	-0.0329625607	
12.6700000000	-0.0224506855	-0.0662147999	-0.0624501705	
12.6750000000	-0.0112581253	-0.0698196888	-0.0733184814	
12.6800000000	-0.0139069557	-0.0770175457	-0.0761282444	
12.6850000000	-0.0295889378	-0.0782430172	-0.0672698021	
12.6900000000	-0.0480294228	-0.0693058968	-0.0431001186	
12.6950000000	-0.0687301159	-0.0664401054	-0.0213730335	
12.7000000000	-0.0791549683	-0.0648474693	-0.0036776066	
12.7050000000	-0.0716030598	-0.0573873520	 0.0029909611	
12.7100000000	-0.0576138496	-0.0499784946	-0.0125229359	
12.7150000000	-0.0317454338	-0.0458931923	-0.0333094597	
12.7200000000	 4.38690E-004	-0.0388634205	-0.0439798832	
